id,split,MSA,EGY
13334,corpus-6-train,أوه ، إن الوقت متأخر جدا . أعتقد أنه ينبغي علي الانصراف .,ياه، الوقت اتأخر أوي. اعتتقد إني أمشي أحسن.
13335,corpus-6-dev,هل أستطيع استخدام عربة المتاع هذه ؟,ممكن أستخدم عربية نقل الشنط؟
13337,corpus-6-train,ما بين سبعون وثمانون دولار مبلغ مناسب .,بين سبعين و تمانين دولار هايكون كويس.
13338,corpus-6-train,"مكالمة شخصية إلى طوكيو , اليابان , من فضلك .",مكالمة شخصية لطوكيو، اليابان، لو سمحت.
13345,corpus-6-train,لا ، شكرا . لقد أخذت كفايتي .,لأ، شكرا. أنا أخدت كفاية.
13346,corpus-6-train,أريد سترة ، من فضلك .,انا عايز جاكيت، لو سمحت.
13347,corpus-6-test-corpus-26-train,حسنا ، تصور كيف ستطول فترة عمله لو سأل سؤالاً آخر لكل شخص . هيا بنا ، لنسرع ونحضر حقائبنا . علينا الذهاب إلى الجمارك للإعلان عن أغراضنا بعد ذلك .,تمام، تخيل بس شغله هياخد أد إيه لو سأل سؤال زيادة لكل واحد. يلا نمشي بسرعة وناخد شنطنا. لازم نروح بعد كده للتصريح الجمركي.
13349,corpus-6-train,هل أحتاج إلى بطاقة للركوب ؟,أنا محتاج كارت المغادرة؟
13351,corpus-6-train,هل تريد فئة الخمسمائة دولار ، صحيح ؟,اللي ب خمسمية دولار، صح؟
13352,corpus-6-train,سيكون من المفيد لو تمكنتم من زيادة طاقتكم الإنتاجية .,هاتكون حاجة مفيدة لو قدرت تزود انتاجك.
13353,corpus-6-train,هل أنت غير مشغول مساء السبت القادم ؟ أحب أن أدعوك إلى حفلة الذكرى الأولى لزواجنا .,إنت فاضي السبت الجاي بليل؟ عايز أعزمك على حفلة أول عيد جواز لينا.
13358,corpus-6-train,أريد بعض لحم البتلو .,عايز لحمة بتلو.
13359,corpus-6-train,احتاج إلى سيارة كبيرة,محتاج عربية كبيرة.
13360,corpus-6-train,أنت مخطئ .,إنت غلطان.
13361,corpus-6-train,من فضلك خذني إلى مستشفى حيث يفهمون فيه اليابانية .,لو سمحت خدني مستشفى يكونوا بيفهموا ياباني فيها.
13363,corpus-6-train,ما الذي تراه الأفضل ؟,إنت تقترح إيه أحسن؟
13364,corpus-6-train,سوف نرحل بعد ظهر اليوم . هل لدينا وقت لنقوم بجولة في المدينة ؟,إحنا هانمشي بعد الضهر النهاردة. عندنا وقت ناخد الجولة بتاعة المدينة؟
13369,corpus-6-train,إن الكيمونو ليس مناسباً للأشخاص ذوي النشاط .,الكيمونو مش مناسب للناس اللي بتتحرك كتير.
13372,corpus-6-train,حسناً ، سنكون هناك في الثامنة .,تمام. احنا هانكون هناك على الساعة تمانية.
13373,corpus-6-dev,هذا سيئ للغاية . يجب أن أكون في لوس أنجلوس صباح الجمعة .,كده وحش جدا. أنا لازم أكون في لوس أنجلوس يوم الجمعة الصبح.
13374,corpus-6-train,هل أنت أسترالي ؟,إنت أسترالي؟
13376,corpus-6-train,أين المدخل ؟,المدخل منين؟
13377,corpus-6-train,هلا فحصت زيت الفرامل ؟,ممكن تشوف زيت الفرامل؟
13378,corpus-6-train,أين يمكن أن اشتري قفازات ؟,ممكن أشتري جوانتي منين؟
13380,corpus-6-train,لم استخدمها على الإطلاق .,أنا ماستخدمتهوش خالص.
13381,corpus-6-train,هل يعزفون موسيقي الجاز في هذا المكان ؟,بيعزفوا جاز في المكان ده؟
13382,corpus-6-train,هلا ناديت كبير النادلين ، من فضلك ؟,ممكن تنادي المسئول، من فضلك؟
13387,corpus-6-train,أريد مشروب كوكتيل قوي . هلا خلطت لي بعضاً منه ؟,عايز كوكتيل قوي. ممكن تعملي ميكس؟
13393,corpus-6-train,سوف نستدعي شخصاً يفحص الأمر في الحال .,هايجيلنا حد ويشوف في إيه حالا.
13394,corpus-6-train,أوه ، لقد سمعت الاسم . إنها مدينة قديمة مشهورة ، أليس كذلك ؟,ياه، أنا سمعت الإسم. ده مشهور، مدينة قديمة، مش كده؟
13395,corpus-6-dev,حصلت على نقطة .,انا صح.
13396,corpus-6-test-corpus-26-train,ما هو الوزن ؟,الوزن ايه؟
13397,corpus-6-train,تمتع برحلتك .,استمتع برحلتك.
13399,corpus-6-test-corpus-26-train,هل يوجد بالقرب من هنا مطعم صيني ؟,في مطعم صيني قريب من هنا؟
13400,corpus-6-train,هل لديكم أية رحلات جوية إلى ميامي ؟,في أي رحلات رايحة ميامي؟
13401,corpus-6-train,هذا القسم إلى اليسار .,المكان على الشمال.
13403,corpus-6-train,أذهب إلى الحمام كل عشرة دقائق .,انا باروح الحمام كل عشر دقايق.
13405,corpus-6-train,شكراً جزيلا . إنني وسيد كوجور سعداء للغاية لوجودنا في لندن للقائك وأنت أحد أهم شركائنا .,شكرا جدا. أ. كوجير وأنا سعداء جدا إننا نكون هنا في لندن عشان نتقابل معاك اللي تعتبر واحد من أهم شركائنا.
13406,corpus-6-train,أخذ نشال محفظتي .,محفظتي فر حرامي سرقها.
13407,corpus-6-test-corpus-26-train,إن الرصيف رقم خمسة يقع هناك .,رصيف خمسة هناك.
13408,corpus-6-test-corpus-26-train,متى تقام مباراة كرة القدم ؟,بداية الماتش امتى؟
13410,corpus-6-train,متى عيد جميع القديسين ؟,الهالووين إمتى؟
13412,corpus-6-train,جميل .,جميل.
13413,corpus-6-train,هل هناك أي أثار جانبية ؟,في أي أعراض جانبية؟
13414,corpus-6-train,متى وقت الركوب ؟,وقت ركوب الطيارة إمتى؟
13415,corpus-6-dev,هل بورصة الأوراق المالية في وول ستريت مفتوحة للجمهور ؟,البورصة في وول ستريت مفتوحة للشعب؟
13416,corpus-6-train,آسف لأنني لم أكن موجوداً في المنزل .,أنا آسف إني مكنتش في البيت.
13417,corpus-6-train,أين مكتب الإرشاد السياحي ؟,فين مكتب استعلامات السائح؟
13419,corpus-6-train,أين يمكن أن أصرف بعض الشيكات السياحية ؟,ممكن أصرف الشيكات السياحية منين؟
13420,corpus-6-train,أريد ساعة أستطيع تحديد الوقت بها بسهولة .,عايز ساعة أعرف أشوف فيها الوقت بسهولة.
13422,corpus-6-train,آسف ، ليس لدي أوراق مالية فئات صغيرة .,أنا آسف.
13423,corpus-6-test-corpus-26-dev,إنها معطلة . هل تستطع فحص آلة التصوير هذه ؟,الكاميرا بتاعتي مش شغالة. ممكن تشوفها؟
13424,corpus-6-test-corpus-26-test,قهوة مع القشدة والسكر ، من فضلك .,قهوة بالكريمة والسكر، من فضلك.
13425,corpus-6-train,هلا قلت ذلك مرة أخرى ؟,ممكن تقول تاني؟
13427,corpus-6-train,السعر عشرة ماركات .,عشرة مارك.
13431,corpus-6-train,نعم ، لقد ذهبت . لقد زرت طوكيو وكيوتو في جولة منذ عامين .,آه، روحت. أنا زرت طوكيو وكيوتو ف رحلة من سنتين.
13432,corpus-6-train,خذي إلى مستشفي ، من فضلك .,خدني المستشفى، من فضلك.
13434,corpus-6-train,هل يوجد تكييف هواء ؟,في تكييف؟
13435,corpus-6-train,من فضلك أبلغنا برسالة عندما يفتح أحدها .,من فضلك نادينا لم حد يفتح.
13436,corpus-6-test-corpus-26-train,أعتقد أن هناك أخطاءً في الفاتورة .,أعتقد في أخطاء في الفاتورة.
13438,corpus-6-test-corpus-26-train,من فضلك اعطني هذه .,إديني اللي هناك دي.
13439,corpus-6-train,كم إجمالي السعر ؟,بكام كله على بعضه؟
13440,corpus-6-test-corpus-26-train,إنها البوابة السابعة .,دي بوابة سبعة.
13442,corpus-6-train,هل يشمل السعر الغداء ؟,هو السعر شامل الغدا؟
13444,corpus-6-test-corpus-26-train,هل أنت اسكتلندي ؟,انت اسكتلندي؟
13446,corpus-6-test-corpus-26-train,ثلاثة اثنان واحد اثنان . انتظر ثانية ، حسنا ؟ أريد أن أرسل لك شيئاً هنا . معذرة .,تلاتة-اتنين-واحد-اتنين. ثانية واحدة، تمام؟ أنا عايز أبعتلك حاجة هنا. لو سمحت.
13447,corpus-6-train,أين ستقيم ؟,هاتقعد فين؟
13448,corpus-6-train,العلاقات الإنسانية مهمة في أي مجتمع ، لكن يبدو أن اليابانيين يسعون بجد إلى الحفاظ على العلاقات الطيبة وتعميقها .,العلاقات الإنسانية مهمة ف أي مجتمع، بس اليبانيين غالبا بيحاولوا بجدية إنهم يحافظوا على العلاقات كويسة وإنهم يوسعوها.
13451,corpus-6-train,هذا مبلغ تسعون وتسعة ين . من فضلك بدلها دولارات .,اتفضل تسعو تسعين ين. لو سمحت غيرهم كلهم لدولارات.
13455,corpus-6-dev,أريد كاميرا بسعة بؤرة كبيرة .,عايز حاجة عرضها يكون واسع.
13456,corpus-6-train,في الـ أيه . بي . سي .,عند ال إي بي سي.
13461,corpus-6-train,أين المتجر الذي يبيع الصناديق ؟,فين محل يكون بيبيع علب؟
13471,corpus-6-test-corpus-26-test,مائة وخمسة وثلاثون ين للدولار الواحد .,مية و خمسة وتلاتين ين الدولار.
13472,corpus-6-train,هذا على ما يرام . عليك التغيير في الشارع أربعة وأربعون .,ده ينفع. لا تبدل عند شارع اربعة واربعين.
13474,corpus-6-train,هل يمكن أن أخذ المفتاح ، من فضلك ؟,ممكن آخد المفتاح، لو سمحت؟
13475,corpus-6-train,هل لديكم أية اسطوانات مصغرة ؟,عندك أي عربيات صغيرة؟
13476,corpus-6-test-corpus-26-train,إن الجونلات القصيرة ومعها الأحذية الطويلة لن تنقضي موضتها .,الميني جيب مع البوت مش هايقدم ابدا.
13477,corpus-6-test-corpus-26-train,هل أستطيع التحدث مع المدير ؟,ممكن أكلم المدير؟
13479,corpus-6-train,"لدينا أحجام كبيرة , ومتوسطة ، وصغيرة .",عندنا مقاسات لارج، ميديم، أو سمول.
13480,corpus-6-test-corpus-26-train,لماذا يختلف السعر عن الموجود في العداد ؟,ليه أجرتك مختلفة عن العداد؟
