,id,split,MSA,ALG
1602,16219,corpus-6-test-corpus-26-dev,معذرة . كيف يمكنني الوصول إلى المصرف ؟,المعذرة. كيفاش نديرو باش نلحقوا للضفة؟
1603,16222,corpus-6-test-corpus-26-train,هل توجد خدمة نقل بالحافلات إلى متحف فورد ؟,اذا متحف فورد عندو خدمة الحافلة؟
1604,16227,corpus-6-test-corpus-26-train,"أجل . اسمك ورقم غرفتك , من فضلك .",إيه. أسمك و رقم الغرفة، من فضلك.
1605,16231,corpus-6-test-corpus-26-train,كم المدة التي يستغرقه لكي يصل لليابان عن طريق البريد الجوي ؟,شحال الوقت باش تلحق لليابان بالطيارة؟
1606,16238,corpus-6-test-corpus-26-train,حسناً . أراك الساعة الثانية يوم الأحد .,موافق. يوم الأحد، على الثانية بعد الزوال.
1607,16258,corpus-6-test-corpus-26-train,أريد أن أمر بنيويورك في طريقي إلى تورونتو .,راني حاب نروح من نيويورك لطورونتو.
1608,16259,corpus-6-test-corpus-26-train,لقد كسر الزمام المنزلق . هل لديك مزيد من نفس النوع ؟,السنسلة تكسرت. اذا عندكم واحدوخرين من نفس النوع؟
1609,16271,corpus-6-test-corpus-26-train,هذا ضرب من الدناءة .,موسخ إلى حد ما.
1610,16279,corpus-6-test-corpus-26-dev,هل لك أن تعيد تأكيد رحلتي ؟ هاهي تذكرة الطيران .,تقدر تعاود تأكد لي الرحلة؟ هاك التذكرة ديالي.
1611,16291,corpus-6-test-corpus-26-train,هل لديك هذا باللون الأخضر الداكن ؟,عندكم منو فالأخضر الغامق؟
1612,16292,corpus-6-test-corpus-26-test,هل لك أن تأخذني إلى كانتربري وتعيدني إلى هنا ؟,تقدر تديني لكانترباري و ترجعني؟
1613,16311,corpus-6-test-corpus-26-train,هل لي بشوكة أخرى ؟,نقدر نتحصل على فرشيطة واحدوخرى؟
1614,16312,corpus-6-test-corpus-26-train,شكراً جزيلاً لعطفك .,صحا بزاف على اللطف ديالك.
1615,16335,corpus-6-test-corpus-26-train,آسف ، نحن لا نبيع تذاكر للمسرح .,نعتذر، منبيعوش تذاكر للمسرح.
1616,16337,corpus-6-test-corpus-26-train,أريد أن أرى هذا .,راني حاب نشوف هاذا.
1617,16339,corpus-6-test-corpus-26-train,آه ، هذا جميل . ماذا علي أن أصنع ؟,أوه، مليح. واش لازم ندير؟
1618,16344,corpus-6-test-corpus-26-dev,أريد مد إقامتي هنا ليومين آخرين .,راني حاب نمدد الإقامة ديالي هنا ليومين.
1619,16351,corpus-6-test-corpus-26-train,من فضلك غير مقعدي .,بدلي المكان، من فضلك.
1620,16365,corpus-6-test-corpus-26-train,لدينا جمبري رائع جداً اليوم .,عندنا جمبري بزاف بنين اليوم.
1621,16371,corpus-6-test-corpus-26-train,إلى أي ساعة متأخرة تظل مفتوحة ؟,مفتوح حتى لوقتاش؟
1622,16395,corpus-6-test-corpus-26-train,للمدخنين أم لا ؟,مدخن ولا ماشي مدخن؟
1623,16403,corpus-6-test-corpus-26-train,إنه غالي جدا بالنسبة لي . ألا يمكنك تخفيض السعر قليلاً ؟,غالي بزاف عليا. متقدرش تخفضلي السعر؟
1624,16409,corpus-6-test-corpus-26-dev,أنا جاهز صباح الأربعاء أو بعد ظهر الجمعة .,أنا مفتوح الأربعاء صباحا ولا الجمعة بعد منتصف النهار.
1625,16413,corpus-6-test-corpus-26-train,لم أقم بالحجز .,مدرتش حجز.
1626,16434,corpus-6-test-corpus-26-train,لأن الصيف في اليابان عادة ما يكون شديد الحرارة ، ولم يكن لدينا تكييف هواء قديماً .,علا جال الصيف فاليابان عادة سخون بزاف، وماكانش عندنا البراد هاديك المرة.
1627,16444,corpus-6-test-corpus-26-train,هل لك أن تستدعي لي سيارة أجرة الساعة الثامنة صباح غد ؟,تقدر تعيطلي لطاكسي لثامنة غدوة صبح؟
1628,16453,corpus-6-test-corpus-26-train,إنه مريب .,كئيب.
1629,16465,corpus-6-test-corpus-26-train,لماذا لا ننتظر الحافلة تحت التندة ؟,وعلاش منستناوش الحافلة تحت الساترة؟
1630,16477,corpus-6-test-corpus-26-train,تعالى ، كينجي . دعني أريك أرجاء المكتب .,ارواح، كنجي. اسمحلي نوريلك المكتب.
1631,16478,corpus-6-test-corpus-26-train,أجل ، إنها مفتوحة من التاسعة حتى التاسعة .,إيه، مفتوح من التاسعة صباحا حتى التاسعة ليلا.
1632,16484,corpus-6-test-corpus-26-dev,لا أستطيع النوم جيداً أثناء الليل .,منقردش مليح فاليل.
1633,16487,corpus-6-test-corpus-26-train,كيف أثر الركود على الشركة ؟,كيفاش أثر الركود على أعمالك؟
1634,16495,corpus-6-test-corpus-26-train,لدي موعد آخر .,عندي موعد آخر.
1635,16516,corpus-6-test-corpus-26-train,هل لي بخريطة لطرق المدينة ؟,نقدر نتحصل على مخطط للمدينة؟
1636,16536,corpus-6-test-corpus-26-dev,هذا بعينه ما كنت أبحث عنه .,بالضبط واش راني نحوس.
1637,16542,corpus-6-test-corpus-26-train,لا أفهم شرحك .,مانيش نفهم الشرح ديالك.
1638,16546,corpus-6-test-corpus-26-train,كان يجب تدبير وسيلة مواصلات . ذاهبة إلى بوسطن .,عندي مراسلة. نروح لبوسطن.
1639,16547,corpus-6-test-corpus-26-train,أين أفضل مكان لمشاهدة المعالم ؟,وين جاي أفضل مكان للسياحة؟
1640,16576,corpus-6-test-corpus-26-train,هل هي متينة ؟,يقاوم؟
1641,16577,corpus-6-test-corpus-26-train,لقد استمتعت كثيرا .,استمتعت بزاف.
1642,16581,corpus-6-test-corpus-26-train,حسنا إذاً ، أريد عصا مضرب أصغر كتلك التي مع جوليا روبرتس .,في هاذ الحالة، حبيت وجه أصغر كيما جوليا روبرت.
1643,16586,corpus-6-test-corpus-26-train,هل لك أن تأخذ هذا ، من فضلك ؟,تقدر تدي هاذا، من فضلك؟
1644,16601,corpus-6-test-corpus-26-train,الركاب المسافرون على خطوط إيه بي سي الجوية رحلة رقم سبعة صفر ثلاثة المتجهة إلى طوكيو التفضل بالتوجه إلى بوابة رقم عشرين لإنهاء الإجراءات الرسمية .,المسافرين تع الخطوط أيه بي سي سبعمئة و ثلاثة لي رايحين لطوكيو يتفضلوا لباب الاقلاع رقم عشرون للإجراءات الحكومية.
1645,16607,corpus-6-test-corpus-26-train,أين موقف الحافلات ل بي ؟,وين راهي محطة الحافلة ل بي؟
1646,16643,corpus-6-test-corpus-26-train,الدخول فرداً فردا ، ً من فضلكم .,فالعادي، من فضلك.
1647,16653,corpus-6-test-corpus-26-dev,من أين يمكنني شراء مفارش مائدة ؟,وين نقدر نشري فرشة للطاولة؟
1648,16679,corpus-6-test-corpus-26-train,هل يمكنني استئجار مرشداً يتحدث اللغة اليابانية ؟,اذا نقدر نعين دليل يهدر اليابانية؟
1649,16696,corpus-6-test-corpus-26-train,هل تريدني أن ألتقط لك صورة ؟,تحب ناخذلك تصويرة؟
1650,16709,corpus-6-test-corpus-26-train,لم يكن لدي هذا الطبق .,مخذيتش هاذ الطبق.
1651,16718,corpus-6-test-corpus-26-train,لقد قطع إصبعي . هل يوجد مطهر ؟,قطعت صبعي. اذا عندك مطهر؟
1652,16723,corpus-6-test-corpus-26-train,هل يمكنني الحصول على طابع فئة خمسة وتسعين سنتاً ؟,نقدر نتحصل على طابع بخمسة و تسعون سنتيم؟
1653,16736,corpus-6-test-corpus-26-train,سأكون هنا الساعة الثامنة إلى الربع .,نكون هنا على الثامنة غير ربع.
1654,16746,corpus-6-test-corpus-26-train,أريد عطراً .,حبيت الريحة.
1655,16747,corpus-6-test-corpus-26-train,هل لي بجدول مواعيد ؟,نقدر نتحصل على جدول زمني؟
1656,16751,corpus-6-test-corpus-26-test,هل ستذهب إلى المدرسة هنا ؟,هنا لي تروح للمدرسة؟
1657,16758,corpus-6-test-corpus-26-dev,كم كان ثمنها ؟,اذا كاين بزاف لداخل؟
1658,16760,corpus-6-test-corpus-26-train,هل فندق هيلتون بعيد عن هنا ؟,اذا الهلتون ماشي بعيد من هنا؟
1659,16769,corpus-6-test-corpus-26-train,أنا متأكد أنني وضعتها في محفظة الأوراق الخاصة بي .,راني متأكد بلي درتو في حامل الملفات ديالي.
1660,16770,corpus-6-test-corpus-26-train,ارفعوا أيديكم .,اليدين إلى السماء.
1661,16771,corpus-6-test-corpus-26-train,هل يوجد مطعماً يمكنك أن تزكيه بالقرب من هنا ؟,اذا كاين مطعم لي تنصحني بيه قريب من هنا؟
1662,16773,corpus-6-test-corpus-26-train,"أيهما تفضل , داكن أم فاتح ؟",واش تفضل، بلون غامق ولا فاتح؟
1663,16781,corpus-6-test-corpus-26-train,هل لك أن تخبرني عن مكان تحليق الطائرة الآن ؟,تقدر تقولي وين نروحو؟
1664,16793,corpus-6-test-corpus-26-train,تذكرة نزول وركوب طائرة أخرى من فضلك .,تذكرة مراسلة، من فضلك.
1665,16796,corpus-6-test-corpus-26-train,أين يوجد مكان لطيف لقضاء نزهة ليوم واحد ؟,وين نقدرو نصيبو مكان شباب باش نديرو رحلة ليوم واحد؟
1666,16799,corpus-6-test-corpus-26-train,أريد حقيبة كيلي حمراء نفس هذا الطراز .,راني حاب ساك كيلي أحمر في نفس الطراز كيما هاذا.
1667,16805,corpus-6-test-corpus-26-train,هل ستزال تعمل جدول المواعيد ؟,مازال نقدرو نحافظو التواريخ؟
1668,16810,corpus-6-test-corpus-26-train,متى يفتح المصرف ؟,على آما ساعة يفتح البنك؟
1669,16811,corpus-6-test-corpus-26-train,أشعر بالإعياء .,مانيش نحس بروحي مليح.
1670,16819,corpus-6-test-corpus-26-train,سأرتبك . هل تمانع في رسم خريطة لي ؟,مربك. نقدر ترسملي مخطط؟
1671,16822,corpus-6-test-corpus-26-test,بالخارج .,في الخارج.
1672,16829,corpus-6-test-corpus-26-test,خذني إلى المستشفى .,اديني للمستشفى.
1673,16833,corpus-6-test-corpus-26-train,هل يجب أن آتي إلى المستشفى كل يوم ؟,اذا لازم نجي للمستشفى كل يوم؟
1674,16837,corpus-6-test-corpus-26-train,معدتي تؤلمني .,عندي وجع في كرشي.
1675,16839,corpus-6-test-corpus-26-train,كم أجرة البريد لإرسال هذا الخطاب إلى اليابان ؟,شحال سعر البريد باش نبعث هاذ الرسالة لليابان؟
1676,16842,corpus-6-test-corpus-26-train,أريد زجاجة من نبيذ شيري الأسباني .,راني حاب كأس شيري.
1677,16869,corpus-6-test-corpus-26-train,هل تريد أن يأتي أحد ليأخذك من المطار ؟,اذا لازم نجي نجيبك من المطار؟
1678,16872,corpus-6-test-corpus-26-dev,سيبدأ الصعود على متن الطائرة الساعة الرابعة والنصف لذلك من فضلكم كونوا هناك قبل هذا الموعد .,اجراءات الصعود تبدا على الساعة الرابعة. ارواح من قبل.
1679,16878,corpus-6-test-corpus-26-train,من ثلاثين ألف ين .,من ثلاثون ألف ين.
1680,16879,corpus-6-test-corpus-26-train,من أين يمكنني شراء بطاقة هاتف ؟,وين نقدر نشري بطاقة تلفونية؟
1681,16888,corpus-6-test-corpus-26-train,هل يمكنني إعادتها في مدينة مختلفة ؟,نقدر نرجعو في مدينة آخرى؟
1682,16889,corpus-6-test-corpus-26-dev,أخطط للبقاء لمدة اثنا عشر يوماً .,نويت نبقى اثنا عشر يوم.
1683,16893,corpus-6-test-corpus-26-train,من فضلك اجعل الجزء العلوي أطول قليلاً .,اتكسل شويا للأعلى.
1684,16896,corpus-6-test-corpus-26-train,تحتاج لرؤية أخصائي .,لازم تشوف مختص.
1685,16899,corpus-6-test-corpus-26-dev,بضع دقائق أخرى من فضلك .,زيد شوية دقائق، من فضلك.
