id,split,MSA,MSA Translation
12259,corpus-6-test-corpus-26-train,بالتأكيد . لدينا بعض الماركات الأمريكية الأصلية الجميلة . للكتب .,بالتأكيد. لدينا بعض الماركات الأمريكية الأصلية الجميلة 
12298,corpus-6-test-corpus-26-train,أريد عامل تشغيل يتحدث اليابانية من فضلك .,أريد عامل تشغيل يتحدث اليابانية من فضلك.
12331,corpus-6-test-corpus-26-train,نحن مهتمون بالأزياء .,نحن مهتمون بالأزياء.
12333,corpus-6-test-corpus-26-train,هل يمكنك أن تجر سيارتي ؟,هل يمكنك أن تجر سيارتي ؟
12345,corpus-6-test-corpus-26-train,أهذه عيادة إف ؟,أهذه عيادة إف ؟
12364,corpus-6-test-corpus-26-train,مرحبا يا سيدة ياماجوتشي ؟ فريقك على الخط . قبلت دعوتك . استمر من فضلك .,مرحبا يا سيدة ياماجوتشي ؟ فريقك على الخط.
12391,corpus-6-test-corpus-26-test,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,من أين يسعني شراء تذكرة توصيل بالكوبون ؟
12396,corpus-6-test-corpus-26-train,متى نصل إلى لوس أنجلوس ؟,متى نصل إلى لوس أنجلوس ؟
12403,corpus-6-test-corpus-26-train,سر في نفس الاتجاه حوالي خمس دقائق ثم لف لجهة اليسار .,سر في نفس الاتجاه حوالي خمس دقائق ثم لف لجهة اليسار
12416,corpus-6-test-corpus-26-train,إنه في هذا الطريق في اتجاه الشاطئ .,إنه في هذا الطريق في اتجاه الشاطئ.
12420,corpus-6-test-corpus-26-train,هذا الشاي العشبي يساعد الجسم على استعادة نشاطه .,هذا الشاي العشبي يساعد الجسم على استعادة نشاطه 
12421,corpus-6-test-corpus-26-train,لم تصنع هذه باليابان ، أليس كذلك ؟,لم تصنع هذه باليابان ، أليس كذلك ؟
12443,corpus-6-test-corpus-26-train,حسناً . خذ هذا الاتجاه . من فضلك ، سأوصلك إلى غرفتك .,حسناً. خذ هذا الاتجاه. من فضلك
12479,corpus-6-test-corpus-26-train,علىّ مغادرة الفندق قبل الظهر .,علىّ مغادرة الفندق قبل الظهر.
12495,corpus-6-test-corpus-26-train,نريد اثنين هامبورجر واثنين قهوة ، من فضلك ، نريد تناولها خارج المحل .,نريد اثنين هامبورجر واثنين قهوة ، من فضلك
12510,corpus-6-test-corpus-26-train,هل يسعني أن استمر في حمل هاتين الحقيبتين ؟,هل يسعني أن استمر في حمل هاتين الحقيبتين ؟
12527,corpus-6-test-corpus-26-train,لقد طلبت لحما لا سمكا . هل يمكنك تغيير هذا ؟,لقد طلبت لحما لا سمكا. هل يمكنك تغيير هذا
12546,corpus-6-test-corpus-26-train,إن طفلي قد أصابه الإعياء الشديد .,إن طفلي قد أصابه الإعياء الشديد.
12551,corpus-6-test-corpus-26-train,أشعر بالغثيان .,أشعر بالغثيان.
12556,corpus-6-test-corpus-26-train,هذا الجاكت ليس مقاسي .,هذا الجاكت ليس مقاسي.
12557,corpus-6-test-corpus-26-train,أريد لقاء السيد ويليم .,أريد لقاء السيد ويليم.
12560,corpus-6-test-corpus-26-train,إن بها تشكيلة من سبعة فيتامينات ومعادن .,إن بها تشكيلة من سبعة فيتامينات ومعادن.
12562,corpus-6-test-corpus-26-test,"إن "" السنة "" متقلقلة .","إن "" السنة "" متقلقلة."
12589,corpus-6-test-corpus-26-train,هل سأسترد ما أنفقت عند عودتي إلى اليابان ؟,هل سأسترد ما أنفقت عند عودتي إلى اليابان ؟
12599,corpus-6-test-corpus-26-train,ما هي مكونات هذا الطبق ؟,ما هي مكونات هذا الطبق ؟
12603,corpus-6-test-corpus-26-train,في أي الدول صنعت هذه .,في أي الدول صنعت هذه.
12608,corpus-6-test-corpus-26-train,أيمكنك الانتهاء من ذلك بعد عشر دقائق ؟,أيمكنك الانتهاء من ذلك بعد عشر دقائق ؟
12611,corpus-6-test-corpus-26-dev,لا أجيد الإنجليزية . هل ثمة من يتحدث اليابانية هنا ؟,لا أجيد الإنجليزية. هل ثمة من يتحدث اليابانية 
12615,corpus-6-test-corpus-26-train,من أني يمكنني الحصول على مسكوكة لركوب المترو ؟,من أني يمكنني الحصول على مسكوكة لركوب المترو 
12638,corpus-6-test-corpus-26-train,سنبعث لك بالبريد عشرين عينة إضافية .,سنبعث لك بالبريد عشرين عينة إضافية.
12644,corpus-6-test-corpus-26-train,لا أعتقد أن ذلك يناسبني فجلدي جاف إلى حد ما .,لا أعتقد أن ذلك يناسبني فجلدي جاف إلى حد ما
12650,corpus-6-test-corpus-26-train,أيمكنني الحصول على جدول زمني ، من فضلك ؟,أيمكنني الحصول على جدول زمني ، من فضلك ؟
12658,corpus-6-test-corpus-26-dev,أجل ، أظن أني سوف أنظر .,أجل ، أظن أني سوف أنظر.
12671,corpus-6-test-corpus-26-train,تسعة وتسعون دولاراً في الساعة للطفل ؟,تسعة وتسعون دولاراً في الساعة للطفل ؟
12672,corpus-6-test-corpus-26-train,آسف لقد نفذ هذا الصنف لدينا .,آسف لقد نفذ هذا الصنف لدينا.
12677,corpus-6-test-corpus-26-train,لابد أن تكون هادئة .,لابد أن تكون هادئة.
12678,corpus-6-test-corpus-26-dev,لدي معداتي الخاصة .,لدي معداتي الخاصة.
12679,corpus-6-test-corpus-26-train,أريد مفتاح الغرفة خمسة صفر ثلاثة ، من فضلك .,أريد مفتاح الغرفة خمسة صفر ثلاثة ، من فضل
12699,corpus-6-test-corpus-26-test,"متى يجري عرض فيلم "" رجل المحطة الأخيرة "" ؟","متى يجري عرض فيلم "" رجل المحطة الأخيرة "" ؟"
12701,corpus-6-test-corpus-26-train,أين الحلاق ؟,أين الحلاق ؟
12708,corpus-6-test-corpus-26-train,في الساعة السابعة ، من فضلك .,في الساعة السابعة ، من فضلك.
12712,corpus-6-test-corpus-26-train,لقد أتلفت حقيبتي .,لقد أتلفت حقيبتي.
12713,corpus-6-test-corpus-26-train,لمشاهدة المعالم .,لمشاهدة المعالم.
12732,corpus-6-test-corpus-26-train,إني من إسبانيا .,إني من إسبانيا.
12750,corpus-6-test-corpus-26-dev,إن ثمة خطأ ما في بطاقة المفتاح هذه ، أعطني غيره ، من فضلك .,إن ثمة خطأ ما في بطاقة المفتاح هذه ، أعط
12755,corpus-6-test-corpus-26-dev,هناك طفح على ذراعي .,هناك طفح على ذراعي.
12761,corpus-6-test-corpus-26-train,أرجو أن تبعث هذا بالبريد الجوي إلى اليابان .,أرجو أن تبعث هذا بالبريد الجوي إلى اليابان.
12766,corpus-6-test-corpus-26-test,أين أقرب صيدلية ؟,أين أقرب صيدلية ؟
12770,corpus-6-test-corpus-26-dev,مزيد من النبيذ ، من فضلك .,مزيد من النبيذ ، من فضلك.
12773,corpus-6-test-corpus-26-train,إن الناس ودودون جداً .,إن الناس ودودون جداً.
12776,corpus-6-test-corpus-26-test,كم عدد المشروبات التي يغطيها السعر ؟,كم عدد المشروبات التي يغطيها السعر ؟
12777,corpus-6-test-corpus-26-test,لقد تمكنت ن تحقيق ذلك .,لقد تمكنت ن تحقيق ذلك.
12782,corpus-6-test-corpus-26-train,أين بوابة ركوب الطائرة بالنسبة لهذه الرحلة ؟,أين بوابة ركوب الطائرة بالنسبة لهذه الرحلة ؟
12790,corpus-6-test-corpus-26-test,"في حالة إمكان ذلك , احجز منضدة بالقرب من النافذة من فضلك .","في حالة إمكان ذلك, احجز منضدة بالقرب من الناف"
12805,corpus-6-test-corpus-26-dev,هل أعلن بالفعل عن وجوب الصعود إلى الطائرة ؟,هل أعلن بالفعل عن وجوب الصعود إلى الطائرة ؟
12810,corpus-6-test-corpus-26-train,إننا على ارتفاع اثني عشر ألف قدم .,إننا على ارتفاع اثني عشر ألف قدم.
12820,corpus-6-test-corpus-26-train,في البداية نود مشاهدة وول ستريت .,في البداية نود مشاهدة وول ستريت.
12822,corpus-6-test-corpus-26-train,أين محطة الحافلة التي تقصد أكسفورد ؟,أين محطة الحافلة التي تقصد أكسفورد ؟
12823,corpus-6-test-corpus-26-train,سأنتظر حتى يتاح الجلوس في التراس .,سأنتظر حتى يتاح الجلوس في التراس.
12835,corpus-6-test-corpus-26-train,هل يمكننا أن نلقي نظرة على حافظات جلدية ؟,هل يمكننا أن نلقي نظرة على حافظات جلدية 
12861,corpus-6-test-corpus-26-dev,دعنا نشاهد التلفزيون . فيها مباراة بيسبول .,دعنا نشاهد التلفزيون. فيها مباراة بيسبول.
12878,corpus-6-test-corpus-26-train,هل يمكنك كتابة عنوانك في هذا المكان ؟,هل يمكنك كتابة عنوانك في هذا المكان ؟
12884,corpus-6-test-corpus-26-train,أخبرني من فضلك أين أقرب صيدلية .,أخبرني من فضلك أين أقرب صيدلية.
12903,corpus-6-test-corpus-26-train,إلى فندقي ، من فضلك ، إن عنوان فندقي في هذه الورقة .,إلى فندقي ، من فضلك ، إن عنوان فندقي
12905,corpus-6-test-corpus-26-dev,كم مقاطعة هناك بالإضافة إلى طوكيو ؟,كم مقاطعة هناك بالإضافة إلى طوكيو ؟
12917,corpus-6-test-corpus-26-train,ابقى على الخط وانتظر لحظة من فضلك .,ابقى على الخط وانتظر لحظة من فضلك.
12936,corpus-6-test-corpus-26-train,ماذا تعمل في المعتاد بالمنزل بعد تناول العشاء ؟,ماذا تعمل في المعتاد بالمنزل بعد تناول العشاء ؟
12941,corpus-6-test-corpus-26-train,بالتأكيد . متى تود أن تلعب جولف ؟,بالتأكيد. متى تود أن تلعب جولف ؟
12945,corpus-6-test-corpus-26-train,ستكون بالبيت في حوالي الثلاثة .,ستكون بالبيت في حوالي الثلاثة.
12952,corpus-6-test-corpus-26-train,أريد أن اتصل هاتفياً بالسفارة اليابانية .,أريد أن اتصل هاتفياً بالسفارة اليابانية.
12968,corpus-6-test-corpus-26-train,زدني قليلاً .,زدني قليلاً.
12969,corpus-6-test-corpus-26-train,من أين تغادر الحافلات لمشاهدة المعالم ؟,من أين تغادر الحافلات لمشاهدة المعالم ؟
12973,corpus-6-test-corpus-26-train,كم تتقاضى ثمنا لإرسالها لليابان ؟,كم تتقاضى ثمنا لإرسالها لليابان ؟
12976,corpus-6-test-corpus-26-dev,ليس لدي أية مضارب أو أحذية .,ليس لدي أية مضارب أو أحذية.
13015,corpus-6-test-corpus-26-train,هل تقبل بالين الياباني ؟,هل تقبل بالين الياباني ؟
13022,corpus-6-test-corpus-26-train,هل لديك سيارة من طراز ستانج ؟,هل لديك سيارة من طراز ستانج ؟
13027,corpus-6-test-corpus-26-train,هل سنقفز من هنا ؟,هل سنقفز من هنا ؟
13069,corpus-6-test-corpus-26-train,يا سيد كاواي لدينا مائدة لك الآن . تفضل من هنا .,يا سيد كاواي لدينا مائدة لك الآن. تفضل من
13072,corpus-6-test-corpus-26-train,بالتأكيد ، انزل من على الدرج هناك وسوف تجد بعض الإرشادات فاتبعها من فضلك .,بالتأكيد ، انزل من على الدرج هناك وسوف تجد
13075,corpus-6-test-corpus-26-dev,المكتب الأمامي . هل يمكنني أن أساعدك ؟,المكتب الأمامي. هل يمكنني أن أساعدك ؟
13076,corpus-6-test-corpus-26-train,هلا أنزلتني عند فندق هلتون من فضلك ؟,هلا أنزلتني عند فندق هلتون من فضلك ؟
13077,corpus-6-test-corpus-26-dev,هل يتحتم عليك كثيراً أن تعمل حتى ساعة متأخرة ؟,هل يتحتم عليك كثيراً أن تعمل حتى ساعة مت
13090,corpus-6-test-corpus-26-dev,"آسف جداً , ليس لدينا المزيد . ماذا عن الصحف الإنجليزية ؟","آسف جداً, ليس لدينا المزيد. ماذا عن الصح"
