,sent,lang
1011, كان هناك شجرة كبيرة قدام بيت أحمد، وكان يحب يقعد تحت ظلها كل يوم. ما أريد أشيلها، هذه تحميني من حر الصيف وتعطيني هواء نقي. البلدية جت عشان تشيل الشجرة بحجة توسيع الشارع، لكن أحمد واجههم بكل قوته. وفي النهاية، استطاع يقنعهم يغيروا مسار الشارع ويحافظوا على الشجرة.,Yemeni
1012," في يوم، شايب سأل عن محطة الباص. ""هل باصكم هذا يقف في شارع أستونر؟""، سأل السواق. السواق أومأ براسه ودعاه يركب. الشايب شكر السواق وجلس ينتظر، متأمل المناظر الجميلة من النافذة.",Yemeni
1013, من فضلك افتح بؤك على مداه. الدكتور قال كدا وهو يعد أدواته للفحص. اليهال حس بخوف بس رضخ للأمر. بعد الفحص، الدكتور ابتسم وطمن اليهال إن كل شيء تمام.,Yemeni
1014, كان هناك واحد جوعان سأل عن سعر الفطور. الجرسون قال له إن الفطور بعشرة ريال. الرجل فرح لأن السعر كان مناسب له. وبعد ما فطر، شكر الرجل الجرسون ومشى راضي.,Yemeni
1015," كان هناك شاب يعمل في مكتب الاستعلامات. جاته امرأة تبدو حيرانة فسألها: ""كيف أستطيع أن أساعدك؟"" السيدة أجابت أنها تبحث عن مكتب الضرائب. الشاب ابتسم وأرشدها إلى المكان المطلوب بكل أدب واحترام.",Yemeni
1016, يالله نأخذ قطعة نأكلها. محمد وعلي راحوا للبستان واختاروا أحسن تفاحة. قسموها بينهم واستمتعوا بطعمها المزيان. جلسوا تحت الشجرة يتسامروا عن أحلامهم. وتمنوا لو كل يوم يمكن يكون بالسهولة والسعادة هذي.,Yemeni
1017, في يوم مشرق، خالد قرر يخرج يتمشى في المدينة. لفّ يسار عند الناصية الثالثة ولقى حانوت كتب قديم. دخل الحانوت وقعد ساعات يتمعّن في الكتب القديمة. وفي الخاتمة، اشترى كتاب قديم يسرد تاريخ المدينة.,Yemeni
1018," أحمد ما كانش عنده إلا قميص واحد للعرس، فقال لأمه: ""تقدري تغسلي لي هذي الثياب؟"" أمه وافقت بكل حنية وأخذت الثياب تنظفهم. بعد ساعات، رجعت الثياب ناصعة كأنها جديدة. أحمد امتن لأمه وحلف يعتني بثيابه أكثر بعدين.",Yemeni
1019, في يوم مشرق، أحمد قرر يدور على صاحبه القديم. لقى في دفتره العنوان ورقم التيلفون إللي كان يبحث عنه. ما تردد واتصل به وسأله إذا ممكن يزوره، وأعطاه رقم التيلفون والعنوان. ولما التقوا، قضوا وقت لطيف يتذكروا فيه أيام زمان.,Yemeni
1020, دفعت فلوس الأكل والفندق مقدماً. ولما وصلت للفندق، استقبلوني الناس هناك بكرم كبير. أخذت مفتاح حجرتي وطلعت للدور الخامس اللي منه النظرة الخلابة على البحر. قضيت أوقات حلوة في الفندق بين الخدمات الممتازة والأجواء المريحة.,Yemeni
1021, في يوم مشرق، محمد قرر يبحث على مطعم شواية معروف ويحبه الناس كثير. وهو يتمشى في الشوارع، التقى بصاحبه أحمد اللي دله على مطعم ممتاز. محمد طلع تلفونه وبدأ يبحث عن المطعم في الخريطة. لقى المطعم بسهولة وتمتع بأكلة لذيذة ما راح ينساها أبدًا.,Yemeni
1022, أحمد اشترا مزهرية جميلة يزين بيها البيت. وهو يحاول يرصها على الرف، ميل ووقعت. أنت اللي كسرتها، أنت اللي اشتريتها، قالت له زوجته وهي تناظر الشظايا على الأرض. أحمد حس بالأسف لأن الجمال اللي كانت المزهرية تضفيه على المكان زال.,Yemeni
1023, باقول لها تتصل بك حال ما تصل. وصحيح، لما وصلت على طول، جوالك رنّ. سمعت صوتها مبسوطة وهي تحكيلك عن الخبر الطيب. واتفقتوا تتعشوا سوا عشان تحتفلوا بالمسا.,Yemeni
1024, جاد يحب دومًا يحط كريمة وسكر في قهوته. في صباح يوم، لقى إن الكريمة خلصت. ذهب للسوق يشتري له شوية، وفي الطريق لقى شلة أصحابه القدام. داروا حديث وضحكوا، وجاد نسي يشتري الكريمة كلياً.,Yemeni
1025, فاطمة ذهبت تلعب الكرة مع أصحابها. جاتها إصابة قوية وهي تلعب. حملوها دغري للمستشفى. بعد ما عولجت، شفيت بسرعة.,Yemeni
1026, كان هناك واحد اسمه أحمد كان يبحث عن ولاعة باش يولع شمعة في ليلة معتمة. لقى أحمد ولاعة مرمية على الأرض جمب دكان صغير. بعد ما أشعل الشمعة، حس أحمد إن النور بيجيب الأمل حتى في أصعب الأوقات. ومن ذاك اليوم، صار دايمًا يحمل ولاعة في جيبه عشان يكون مستعد لأي شي.,Yemeni
1027, في يوم من الأيام، شخص من رجال الأعمال سأل عن تجهيزات المؤتمرات في فندق. الموظف أفتخر وقال له إن الفندق مجهز بأحدث الأجهزة. الرجل قرر يعمل مؤتمره العالمي هناك. وفي الآخر، المؤتمر كان موفق جداً والكل أثنى على التجهيزات والترتيب.,Yemeni
1028," في يوم، خالد سأل صاحبه عمر: ""تشوف مناسب ناخذ لنا شي خفيف ناكله الآن؟"" عمر ضحك وقال: ""أكيد، خصوصاً لو كان أكل صحي."" بعدين مشوا للمقهى اللي جنبهم وطلبوا سلطة فواكه وعصير طازج. وهم يتناولون الأكل، تبادلوا الأحاديث والضحكات، وكان يوم لطيف.",Yemeni
1029," أحمد كان متوتر وهو رايح المطار. لما وصل، اتصل بصاحبه وقال: ""أنا باتصل لك من المطار. باكون عندكم حوالي الساعة الرابعة."" لقى صاحبه مستنيه بابتسامة حارّة. مع بعض، راحوا للمغامرة الجديدة.",Yemeni
1030, كان أحمد مسافر من نيويورك للوس أنجلوس، وكان لازم يتحول في شيكاغو. لما وصل لمطار شيكاغو، التقى برفيجه القديم بالصدفة. قعدوا يتسامروا شوية ويتذكروا الأيام الخالية. وبعد لحظات، ركب أحمد الطيارة مرة أخرى متجهاً لمقصده الأخير.,Yemeni
1031, أحمد أراد يرسل رسالة مهمة لصاحبه في فرنسا. سأل الرجل في البريد عن كم تكلفة الإرسال المسجل. قال له بتكلف عشرين ريال. دفع أحمد الفلوس وبعت الرسالة، وهو يرجي تسلم بخير.,Yemeni
1032, محمد ذهب للبنك باش يصرف الشيك حقو اللي فيه مئتين دولار. واجه تأخير بسبب الزحمة الشديدة. لما جاء دوره، اكتشف أنه ناسي بطاقته في البيت. اضطر يرجع البيت بدون ما يقدر يصرف الشيك.,Yemeni
1033, أحمد كان يسوق السيارة في دولة غريبة لأول مرة، ولقى صعوبة في التأقلم مع السواقة على الجانب اليمين. كان يحس بالقلق كل ما تجي سيارة من جنبه، خصوصاً في المنعطفات. بالتدريج، بدأ يتعود وزادت ثقته بنفسه. في الأخير، استمتع بالقيادة الجديدة وتعلم منها الكثير.,Yemeni
1034, كان الممثل فعلاً ممتاز. الجمهور صفق له صفقة حارة بعد ما ختم العرض. وفي الكواليس، كل زملائه قاموا يباركوله. شعر بفخر عظيم لأنه لعب دوره بمهارة.,Yemeni
1035," كان يحيى دايمًا يحلم بمغامرات عجيبة ويتخيل نفسه بطل في عوالم ثانية. في يوم، سألته أمه بمحبة: ""وين الجانب الحقيقي في شخصيتك؟"". يحيى فكر كثير وقرر يجرب أنشطة جديدة وملموسة. شرع يتطوع في مأوى للحيوانات، وهناك اكتشف شغفه بالعناية بالآخرين.",Yemeni
