id,split,MSA,ALG
12820,corpus-6-test-corpus-26-train,في البداية نود مشاهدة وول ستريت .,رانا حابين قبل نشوفو وال ستريت.
12822,corpus-6-test-corpus-26-train,أين محطة الحافلة التي تقصد أكسفورد ؟,وين راهي المحطة لي تدي لأوكسفورد؟
12823,corpus-6-test-corpus-26-train,سأنتظر حتى يتاح الجلوس في التراس .,نستنا حتى يفرغ مكان على التراس.
12835,corpus-6-test-corpus-26-train,هل يمكننا أن نلقي نظرة على حافظات جلدية ؟,اذا نقدرو نشوفو محافظ جيبية من الجلد؟
12861,corpus-6-test-corpus-26-dev,دعنا نشاهد التلفزيون . فيها مباراة بيسبول .,نشوفو التلفزيون. راهي تجوز مباراة بيزبول.
12878,corpus-6-test-corpus-26-train,هل يمكنك كتابة عنوانك في هذا المكان ؟,تقدر تكتب العنوان ديالك هنا؟
12884,corpus-6-test-corpus-26-train,أخبرني من فضلك أين أقرب صيدلية .,تقدر توريلي وين جاية الصيدلية القريبة من هنا.
12903,corpus-6-test-corpus-26-train,إلى فندقي ، من فضلك ، إن عنوان فندقي في هذه الورقة .,للفندق ديالي، من فضلك. العنوان راهو هنا.
12905,corpus-6-test-corpus-26-dev,كم مقاطعة هناك بالإضافة إلى طوكيو ؟,شحال كاين من محافظة من غير طوكيو؟
12917,corpus-6-test-corpus-26-train,ابقى على الخط وانتظر لحظة من فضلك .,اقطع و استنا شوية، من فضلك.
12936,corpus-6-test-corpus-26-train,ماذا تعمل في المعتاد بالمنزل بعد تناول العشاء ؟,واش تدير عادة بعد العشا؟
12941,corpus-6-test-corpus-26-train,بالتأكيد . متى تود أن تلعب جولف ؟,أكيد. وقتاش تحب تلعب الغولف؟
12945,corpus-6-test-corpus-26-train,ستكون بالبيت في حوالي الثلاثة .,لازم تكون فالبيت على الثالثة بعد الزوال تقريبا.
12952,corpus-6-test-corpus-26-train,أريد أن اتصل هاتفياً بالسفارة اليابانية .,راني حاب نتصل هاتفيا بسفارة اليابان.
12968,corpus-6-test-corpus-26-train,زدني قليلاً .,شوية كثر.
12969,corpus-6-test-corpus-26-train,من أين تغادر الحافلات لمشاهدة المعالم ؟,منين يجوزو الحافلات للرحلات السياحية؟
12973,corpus-6-test-corpus-26-train,كم تتقاضى ثمنا لإرسالها لليابان ؟,شحال باش نبعثهوم لليابان؟
12976,corpus-6-test-corpus-26-dev,ليس لدي أية مضارب أو أحذية .,ماعندي لا نوادي و لا أحذية.
13015,corpus-6-test-corpus-26-train,هل تقبل بالين الياباني ؟,اذا يساعدك الين الياباني؟
13022,corpus-6-test-corpus-26-train,هل لديك سيارة من طراز ستانج ؟,اذا عندكم مستنغ؟
13027,corpus-6-test-corpus-26-train,هل سنقفز من هنا ؟,رايحين نقفزو من هاذ الارتفاع؟
13069,corpus-6-test-corpus-26-train,يا سيد كاواي لدينا مائدة لك الآن . تفضل من هنا .,سيد. كاواي، عندنا الآن طاولة ليكم. تفضل من هنا، من فضلك.
13072,corpus-6-test-corpus-26-train,بالتأكيد ، انزل من على الدرج هناك وسوف تجد بعض الإرشادات فاتبعها من فضلك .,أكيد. اهبط من السلالم لي راهم هنا برك و تشوف علامات تبعهم.
13075,corpus-6-test-corpus-26-dev,المكتب الأمامي . هل يمكنني أن أساعدك ؟,الاستقبال. نقدر نعاونك؟
13076,corpus-6-test-corpus-26-train,هلا أنزلتني عند فندق هلتون من فضلك ؟,تقدر تحطني فالهيلتون، من فضلك؟
13077,corpus-6-test-corpus-26-dev,هل يتحتم عليك كثيراً أن تعمل حتى ساعة متأخرة ؟,اذا غالبا ما تعمل متأخر؟
13090,corpus-6-test-corpus-26-dev,"آسف جداً , ليس لدينا المزيد . ماذا عن الصحف الإنجليزية ؟",أعتذر بشدة، بصح مبقولناش. و جرائد انجليزية؟
13095,corpus-6-test-corpus-26-train,مائة غير المدخنين من فضلك .,طاولة لغير المدخنين، من فضلك.
13096,corpus-6-test-corpus-26-train,هلا أخبرتني قبل أن نصل إلى درهام ؟,اذا تقدر تنبهني قبل ما نوصلوا لدوهمان؟
13113,corpus-6-test-corpus-26-test,هل هو طازج إلى هذا الحد ؟,اذا طازج؟
13116,corpus-6-test-corpus-26-train,ليس هذا صحيحاً . أنت دائما تعاملني .,ماشي عدل. أنت لي تخلص دايمن.
13118,corpus-6-test-corpus-26-dev,هلا أريتني بعض الفساتين ؟,تقدر توريلي فساتين؟
13126,corpus-6-test-corpus-26-train,تهجى الكلمة من فضلك ؟,عيطلوا، من فضلك.
13133,corpus-6-test-corpus-26-train,بدأت الخمر تثملني .,بدا النبيذ يسكرني.
13134,corpus-6-test-corpus-26-train,احترس لأن الجو في الجبال شديد التقلب .,حذار لأن الطقس متغير في الجبل.
13159,corpus-6-test-corpus-26-train,هل يمكن استخدام شيكات سياحية وعملة ين ياباني ؟,شيكات سياحية وين ياباني، مليح؟
13162,corpus-6-test-corpus-26-train,آسف ، لقد تحققت من إدارة الخدمة وإدارة المفقودات ولم أجدها عندهم .,سامحني، طلبت من مكتب النظافة و مكتب الأشياء المفقودة. مصابوهش.
13172,corpus-6-test-corpus-26-train,يصعب العثور على هذا المكان . إنه في طريق ضيق يتفرع من الطريق الرئيسي .,هاذا مكان صعيب باش تصيبو. هاذي طريق صغيرة فالخرجة تع الطريق الوطني.
13183,corpus-6-test-corpus-26-train,لا أعرف شيئاً عن هذا الأمر .,مانعرف والو.
13184,corpus-6-test-corpus-26-train,يمكن أن نتحدث حول هذا الموضوع في مقهى .,نقدروا نهدروا فيه في قهوة.
13188,corpus-6-test-corpus-26-train,فهمت ، في هذه الحالة ليس علىّ أن أدفع أجر التبديلات ، أليس كذلك ؟,راني نشوف، في هاذ الحالة، منخلصش حق التعديل، و لالا؟
13202,corpus-6-test-corpus-26-train,اعطني عامل التليفون من فضلك .,مشغل المكالمات، من فضلك.
13262,corpus-6-test-corpus-26-train,هل يمكن أن تنزل السرج ، من فضلك ؟,تقدر تهبط السرج، من فضلك؟
13264,corpus-6-test-corpus-26-dev,هل يمكن أن أبيت عندكم الليلة ؟,تقدر تسكني لليلة؟
13267,corpus-6-test-corpus-26-train,حسناً . سوف أخذ اثنين فقط . شكراً .,موافق. ندي زوج برك. صحا.
13268,corpus-6-test-corpus-26-train,هاهي فاتورتك . الحساب ثلاثة تسعة وسبعين دولار .,هاك الفاتورة ديالك. فيها ثلاثمئة و سبعة و تسعون دولار.
13269,corpus-6-test-corpus-26-train,أنت محظوظ .,عنك الزهر.
13287,corpus-6-test-corpus-26-train,من فضلك اختر لي مائدة ذات منظر ليلي لطيف .,من فضلك أعطينا طاولة بمنظر شباب على الحياة الليلية.
13290,corpus-6-test-corpus-26-train,هل هذا مصنوع آليا أم يدويا ؟,اذا مصنوع باليدو لا بالماكنة؟
13291,corpus-6-test-corpus-26-train,أود تأجير هذا الطراز من السيارات لمدة أربعة وعشرين ساعة .,راني حاب نكري هاذ النوع من السيارة لمدة أربعة و عشرون ساعة.
13306,corpus-6-test-corpus-26-train,كم كان لطيفاً أن التقي بك .,أنا مسرور لي تعرفت بيك.
13322,corpus-6-test-corpus-26-train,إنه ممزق .,تقطع.
13333,corpus-6-test-corpus-26-dev,حسناً ، فلنق نظرة عليك .,حسنا، دوكا، خليني نشوف فيك.
13347,corpus-6-test-corpus-26-train,حسنا ، تصور كيف ستطول فترة عمله لو سأل سؤالاً آخر لكل شخص . هيا بنا ، لنسرع ونحضر حقائبنا . علينا الذهاب إلى الجمارك للإعلان عن أغراضنا بعد ذلك .,حسنا، تخيل شحال من وقت تاخذ هاذ الخدمة اذا طرحوا سؤال اضافة على كل شخص. ارواح، نسرعوا ندو الأمتعة دياولنا. دوكا لازم نروحوا لمكتب الجمارك.
13396,corpus-6-test-corpus-26-train,ما هو الوزن ؟,شحال الوزن؟
13399,corpus-6-test-corpus-26-train,هل يوجد بالقرب من هنا مطعم صيني ؟,اذا كاين مطعم صيني ماشي بعيد من هنا؟
13407,corpus-6-test-corpus-26-train,إن الرصيف رقم خمسة يقع هناك .,الرصيف الخامس راهو لهيك.
13408,corpus-6-test-corpus-26-train,متى تقام مباراة كرة القدم ؟,وقتاش تلعب مقابلة كرة القدم؟
13423,corpus-6-test-corpus-26-dev,إنها معطلة . هل تستطع فحص آلة التصوير هذه ؟,مايمشيش. تقدر تشوفلي جهاز التصوير ديالي؟
13424,corpus-6-test-corpus-26-test,قهوة مع القشدة والسكر ، من فضلك .,قهوة بالكريمة و السكر، من فضلك.
13436,corpus-6-test-corpus-26-train,أعتقد أن هناك أخطاءً في الفاتورة .,نظن بلي هاذ الفاتورة فيها أخطاء.
13438,corpus-6-test-corpus-26-train,من فضلك اعطني هذه .,من فضلك اعطيني هاذا.
13440,corpus-6-test-corpus-26-train,إنها البوابة السابعة .,الباب سبعة.
13444,corpus-6-test-corpus-26-train,هل أنت اسكتلندي ؟,اذا جيت من اسكتلندا؟
13446,corpus-6-test-corpus-26-train,ثلاثة اثنان واحد اثنان . انتظر ثانية ، حسنا ؟ أريد أن أرسل لك شيئاً هنا . معذرة .,ثلاثة-اثنان-واحد-اثنان. اصبر ثانية، موافق؟ راني حاب نبعثلك كاش حاجة. سامحني.
13471,corpus-6-test-corpus-26-test,مائة وخمسة وثلاثون ين للدولار الواحد .,مئة و خمسة و ثلاثون ين للدولار.
13476,corpus-6-test-corpus-26-train,إن الجونلات القصيرة ومعها الأحذية الطويلة لن تنقضي موضتها .,موضة التنورة القصيرة مع البوت لا تزول أبدا.
13477,corpus-6-test-corpus-26-train,هل أستطيع التحدث مع المدير ؟,نقدر نهدر مع المدير؟
13480,corpus-6-test-corpus-26-train,لماذا يختلف السعر عن الموجود في العداد ؟,وعلاش السعر ديالك ماشي كيما تع العداد؟
13484,corpus-6-test-corpus-26-train,هل يمكن أن أرى هذا ؟,اذا نقدر نشوف هاذا؟
13487,corpus-6-test-corpus-26-train,لعد تعهدت لنفسي بأنني سوف أتعرف عليك عندما أراك .,وعدت نفسي باش نتعرف عليك ملي تلاقيت بيك.
13488,corpus-6-test-corpus-26-train,ما الذي كان يحدث منذ الفترة الأخيرة ؟,واش راه يصرا مؤخرا؟
13492,corpus-6-test-corpus-26-train,لا أشعر بحالة جيدة . هل ترشدني إلى طبيب ؟,مانيش نحس روحي مليح. تقدر تعطيني اسم الطبيب؟
13504,corpus-6-test-corpus-26-train,حفلتك مقامة الآن . تفضل .,المتحدث بك متصل. تفضل.
13515,corpus-6-test-corpus-26-train,هل هناك عرض ترفيهي ليلي ؟,اذا كاين عرض كاباريه؟
13528,corpus-6-test-corpus-26-dev,سيفون الحمام لا يعمل .,دافق المرحاض ميمشيش.
13532,corpus-6-test-corpus-26-dev,كم من الوقت نحتاج للذهاب مشياً من هنا إلى مبنى البلدية ؟,شحال الوقت من هنا لسيتي هول كي نروحو مشيا على الأقدام؟
13547,corpus-6-test-corpus-26-train,خذ هذا الدواء بعد كل وجبة عندما يزداد الألم .,خذ هاذ الدواء بعد كل وجبة اذا وجعك بزاف.
13550,corpus-6-test-corpus-26-train,لقد وضعت المال في مظروف خاص مزين يسمى شوجيبوكورو .,دير الدراهم في برية مشبحة واسمها شوغيبوكورو.
