id,split,MSA,ALG,ALG Translation
10468,corpus-6-test-corpus-26-train,آسف لقد نفدت ، لكن سوف تردنا بعد بضعة أيام .,سامحني، تباعو كامل، بصح يجونا واحدوأخرين في اليامات المقبلة.,"""""""Asfaw a n'a n'a n'a"
10473,corpus-6-test-corpus-26-test,هل يمكن أن أخذ بعض القهوة ؟,نقدر نتحصل على قهوة؟,ଆପଣ ଆପଣ بعض العصائر?
10477,corpus-6-test-corpus-26-train,ليس لدي موعد ، لكن الأمر عاجل .,معنديش موعد، بصح مستعجل.,"أنا لست بحاجة إلى موعدك, لكن الأمر أمر"
10479,corpus-6-test-corpus-26-train,إنه رديء الصنع .,ماشي مخدوم مليح.,n'a n'a n'a n'a n'
10480,corpus-6-test-corpus-26-train,أين المصعد ؟,وين جاي السلم المتحرك؟,Where is the bicycle?
10497,corpus-6-test-corpus-26-train,هل لديكم كتيب حول العروض ؟,عندك منشور على الأحداث؟,ଆପଣ لديكم كتب حول عرضك؟
10500,corpus-6-test-corpus-26-train,أين مدخل مترو الأنفاق ؟,وين جاية الدخلة تع الميترو؟,Where is the Metro Station?
10504,corpus-6-test-corpus-26-train,لقد أضعت تذكرة الطيران الخاصة بي .,ضاعتلي تذكرة السفر ديالي.,أضعت تذكرة طيرانك.
10559,corpus-6-test-corpus-26-train,ألا تستطيع البقاء هنا خلال الإجازة ؟,متقدرش تبقى هنا خلال العطلة؟,ଆପଣ ଆପଣ ଏହା ନିଜ ନି
10562,corpus-6-test-corpus-26-train,أوه ، آسف لأني أزعجتك .,أوه، راني نعتذر بزاف لي ازعجتك.,"Okay, sorry for being a fool."
10563,corpus-6-test-corpus-26-dev,هل يمكن أن تحجزوا في العرض ؟,تقدر تدير حجوزات لفعاليات مختلفة؟,ଆପଣ ଆପଣ ଏହା ଆପଣଙ୍କ ପା
10565,corpus-6-test-corpus-26-train,هل توجد غرفة استراحة عامة بالقرب من هنا ؟,كاين مرحاض عمومي في الناحية؟,"Yes, there is a public swimming pool near here?"
10590,corpus-6-test-corpus-26-train,ما هو الإجمالي ؟,شحال الاجمال؟,n'est-ce que?
10593,corpus-6-test-corpus-26-train,هذا جيد للغاية . والآن الأسئلة ، من فضلك .,جيد. دوكا الأسئلة، من فضلك.,"Awesome! - Okay, okay, okay, okay, "
10599,corpus-6-test-corpus-26-train,هل لديك أية فكة لعداد الانتظار ؟,عندك صرف لموقف السيارات؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
10617,corpus-6-test-corpus-26-test,أكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .,الحاجة لي بعناها كثر هاذ السنوات الأربعة الماضية هي آلة النسخ ايه إيكس أربعمئة و خمسون.,ଆର୍ଥିତ منتجاتنا الأربعة التي بيعت عبر
10645,corpus-6-test-corpus-26-train,هل انعطف يساراً ؟,اذا لازم ندور على اليسار؟,Does it rain?
10662,corpus-6-test-corpus-26-test,هل توجد مضيفات يتحدثن اليابانية ؟,كاين مضيفات يهدرو اللغة اليابانية؟,"Yes, there are a Japanese subtitles?"
10670,corpus-6-test-corpus-26-train,سعر رائع ، أليس كذلك ؟,سعر بزاف مليح، ولا لالا؟,"Awesome price, okay?"
10680,corpus-6-test-corpus-26-train,لابد أن تأخذها تسعة وتسعون مرة في اليوم ، قبل الوجبات .,تقدر تاخذو تسعة و تسعون مرة في اليوم، قبل الأكل.,"ଆପଣ ثلاث مرات يوميًا على الأقل, قبل"
10707,corpus-6-test-corpus-26-train,أحبه فعلاً .,نحبو بزاف.,أنا حقاً أحبه.
10733,corpus-6-test-corpus-26-train,أريد حامل ثلاثي .,راني حاب ترايبود.,أنا wanna be a third man.
10736,corpus-6-test-corpus-26-dev,أريد سترة رياضية .,راني حاب سترة رياضية.,أنا بحاجة لحذاء رياضي.
10749,corpus-6-test-corpus-26-dev,يمكنك أن تمكث في منزلي .,تقدر تبقى عندي.,Ị nwere ike ịhlala n'oge n'o
10753,corpus-6-test-corpus-26-test,هل يمكن أن أرجع ظهر مقعدي إلى الخلف ، من فضلك .,اذا نقدر نميل المقعد ديالي، من فضلك؟,"ଆପଣ يمكنك أن أرجع ظهري إلى الخلف,"
10756,corpus-6-test-corpus-26-train,عظيم . كنت أبحث عن سيارة أجرة لكن هذا أفضل .,عظيم، كنت نحوس على طاكسي، لكن أفضل.,Awesome. I wanted a car but this is better.
10760,corpus-6-test-corpus-26-train,معطف رائع . هل هو صناعة بريطانية ؟,مونطو شباب بزاف. اذا مصنوع في بريطانيا؟,Awesome sweater. Is it British?
10778,corpus-6-test-corpus-26-train,أريد الذهاب إلى مركز هارفارد . هل يمكن أن تخبرني عندما نصل إلى هناك ؟,راني حاب نروح لمركز هارفرد. تقدر تقولي وقتاش نوصلو؟,أنا بحاجة إلى الذهاب إلى مركز هارفارد. 
10790,corpus-6-test-corpus-26-train,بالغان وطفلان ، من فضلك .,زوج كبار و زوج أطفال، من فضلك.,- - - - - - - - - 
10817,corpus-6-test-corpus-26-train,ما هو السعر ؟,شحال السعر؟,- تكلفة السعر ؟
10824,corpus-6-test-corpus-26-train,"كان فيلم "" حرب الكواكب "" أكثر الأعمال شعبية عام ألف وتسعمائة وأربعة وثمانون .",حرب النجوم حقق أفضل نجاح في عام ألف وتسعمئة و أربعة و ثمانون.,'حرب الكواكب' ছিল أغلب أعمال شعبية 
10830,corpus-6-test-corpus-26-train,أين قسم غير المدخنين ؟,وين المساحة لغير المدخنين؟,Where is the naked squad?
10831,corpus-6-test-corpus-26-train,"حرف "" ت "" "" كما في توم ، نعم ها هي لدي هنا ، تارو .","هو ""ت"" مثل توم، إيه عندي هنا، يا طارو.","""""""T"" - 'T' - 'T' - "
10848,corpus-6-test-corpus-26-test,أظن أنه بديع المنظر .,نظن بلي رائع.,আমি ظنن أنه جميل.
10851,corpus-6-test-corpus-26-test,أريد بعض التفاح ، من فضلك .,راني حاب تفاح، من فضلك.,أنا بحاجة إلى بعض التفاح.
10869,corpus-6-test-corpus-26-train,ما فائدة هذا ؟,لواش ينفع؟,Why does this benefit?
10882,corpus-6-test-corpus-26-train,أي بطاقات ائتمانية تقبلون ؟,واش من بطاقات ائتمان لي تقبلوهم؟,ايه أموالك التي تقبلون؟
10922,corpus-6-test-corpus-26-train,عندي الكثير من الوقت .,عندي كامل الوقت.,I have a lot of time.
10930,corpus-6-test-corpus-26-train,حسنا ، إنه وقت الغداء . هل تحب أن نناقشه على الغداء ؟,حسنا، وقت الفطور. نقدرو نحكيو و خلال الفطور؟,"Okay, okay, okay, okay, okay, okay, "
10937,corpus-6-test-corpus-26-dev,لقد سرق مسجل الفيديو من غرفتي .,سرقو جهاز الفيديو من الغرفة ديالي.,لقد انزعت الفيديو من غرفتي.
10950,corpus-6-test-corpus-26-train,ألو ، اسمي أودا . عندي حجز الليلة ، لكن سوف أتأخر في القدوم . لهذا من فضلك اتركوا لي الحجز .,صباح الخير، إسمي أودا. عندي حجز للمساء بصح نكون شوية متأخر للتسجيل. من فضلك احتفظلي بالحجز ديالي.,"Bonjour, j'ai été à l'heure. j"
10953,corpus-6-test-corpus-26-train,هل هذا الحذاء متين ؟,هاذ الأحذية قوية؟,"Yes, this shoes is dirty?"
10955,corpus-6-test-corpus-26-test,من فضلك قل له أنني أنتظر مكالمته .,من فضلك قولو بلي راني نستنا فالاتصال الهاتفي ديالو.,'أنا بحاجة إلى انتظار المكالمة.'
10964,corpus-6-test-corpus-26-train,يقولون إن الأنفلونزا منتشرة هناك .,يقولوا بلي الأنفلوانزا منتشرة بزاف هناك.,They say that influenza is spreading there.
10973,corpus-6-test-corpus-26-train,لقد جاء لتوه .,في الداخل.,لقد خرجت إلى هذه العاصمة.
10975,corpus-6-test-corpus-26-train,آسف . الحجز كامل لمساء الغد .,أنا اعتذر. رانا معمرين غدوة لعشية.,n'abal. n'abal n'abal n
10976,corpus-6-test-corpus-26-train,أنا مع بعض الأصدقاء .,راني مع صحابي.,أنا avec a few friends.
10985,corpus-6-test-corpus-26-train,حسبما يقول جورو ، فاللسيد يامادا طفلان .,على حساب قورو، السيد يامادا عندو زوج أطفال.,يقول جورو ، ولد يوسف يامادا طفلان.
10994,corpus-6-test-corpus-26-dev,هل يمكن أن تقول ذلك ثانية ؟,اذا تقدر تعاود؟,ଆପଣ ଆପଣ ଏହା ନାହିଁ 
10997,corpus-6-test-corpus-26-train,أريد أن أعرج على برج لندن .,راني حاب الالتفات على برج لندن.,أنا بحاجة إلى أن أذهب إلى برج لندن.
11019,corpus-6-test-corpus-26-train,من فضلكم . اربطوا الأحزمة .,الرجاء تربطوا الأحزمة ديالكم.,Awesome!!
11027,corpus-6-test-corpus-26-test,كود المنطقة هو ثلاثة . ورقم الهاتف هو اثنان ثلاثة أربعة ثلاثة أربعة صفر صفر .,الرمز الجهوي هو ثلاثة. رقم الهاتف هو اثنان ثلاثة أربعة ثلاثة أربعة صفر صفر.,স্থানীয় সংখ্যা তিন. رقم هاتف - তিন -
11030,corpus-6-test-corpus-26-test,عفواً . هل يوجد أي جسر بالقرب من هنا ؟,سامحني. كاين جسر قريب من هنا؟,"- Okay, anyone nearby?"
11041,corpus-6-test-corpus-26-dev,"معذرة , أريد استخدام غرفة الراحة .",سامحني، راني حاب نروح للمرحاض.,"Sorry, wanna use a room."
11046,corpus-6-test-corpus-26-train,إنها مشغولة .,مشغول.,They're busy.
11047,corpus-6-test-corpus-26-test,ملابسه دائماً موضة قديمة .,هاذ الملابس راهم دايمن خارج الموضة.,তেওঁ ନାହିଁ নতুন সংস্কৃতি ।
11054,corpus-6-test-corpus-26-train,هل لديكم طعام بحري ؟,عندكم المأكولات البحرية؟,ଆପଣ ଆପଣ ଖାଦ୍ୟ নদী?
11057,corpus-6-test-corpus-26-train,هذا مكلف نوعا ما .,بزاف غالية.,هذا أمر طبيعي.
11058,corpus-6-test-corpus-26-train,أود ذلك ، لكنني أخشى ألا أستطيع هذه المرة .,راني حاب بزاف، بصح سامحني منقدرش نديره هاذ المرة.,أنا بحاجة لأني أتمنى ذلك.
11064,corpus-6-test-corpus-26-train,حسنا ، لا أعلم بعد لكنني سوف أحاول بالتأكيد .,حسنا، مازال مانيش عارف، بصح أكيد نجربو.,"Okay, n'om n'om n'om n'om"
11069,corpus-6-test-corpus-26-dev,الملح من فضلك .,ملح، من فضلك.,n'o n'o n'o n'o n'
11082,corpus-6-test-corpus-26-train,من فضلك استعمل غرفة القياس هناك .,من فضلك استعمل غرفة تجريب الملابس لهيك.,Please use a classroom.
11100,corpus-6-test-corpus-26-train,تسعون دولاراً لتذكرة الذهاب . نقداً أم بالبطاقة ؟,تسعون دولار لتذكرة ذهاب. نقدا و لا بالبطاقة؟,"100,000 دولار لتسجيل دخولك. نقدًا أم بالبط"
11109,corpus-6-test-corpus-26-dev,هل يمكن أن تخلي المنضدة لي ، من فضلك .,تقدر تفرغلي الطولة، من فضلك؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
11123,corpus-6-test-corpus-26-train,كيف يربي الآباء اليابانيون أولادهم ؟ هل هم صارمون مع أطفالهم ؟,كيفاش يربي اليابانيين أولادهم؟ اذا هم صعاب معاهم؟,كيف يربي الآباء اليابانيون أطفالهم ؟ هل يُ
11126,corpus-6-test-corpus-26-train,هل يمكن أن تخبرني عن ساعات العمل ؟,تقدر تعطيني أوقات الفتح؟,আমি يمكن أن أخبرني عن وقت العمل ؟
11131,corpus-6-test-corpus-26-dev,من فضلك لفها كل على حدة .,غلفلي كل واحد وحدو، من فضلك.,Please wrap them all together.
11161,corpus-6-test-corpus-26-train,معدتي ثقيلة .,المعدة ديالي ثقيلة.,n'o n'o n'o n'o n'
11171,corpus-6-test-corpus-26-dev,يبدو هذا جيدا ، أين يمكن أن ننتظرك ؟,يبان هايل. وين نقدرو نستناوك؟,"هذا يبدو رائعا, किन يمكننا أن نتنتظرك"
11174,corpus-6-test-corpus-26-train,هل يمكن أن نبدأ اللعب عندما ينتهون ؟,نقدرو نبداو نلعبو كي يكملو؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
